gene_id,gene_name,logFC,logCPM,PValue,FDR,entrezid,aveLen,aveGc
ENSMUSG00000022657,Cd96,-0.4867604009063356,6.5501286029788846,0.022768972129693782,0.08319642998335305,84544,2184,45.2838827838828
ENSMUSG00000021948,Prkcd,0.16144011576105888,6.447036860726021,0.022835953648824514,0.0834124826883817,18753,1814.5384615384614,52.80003391411252
ENSMUSG00000053819,Camk2d,0.2303037913693294,7.093408819161246,0.02286190320443397,0.08347856164919135,108058,2456.214285714286,44.886148835315666
ENSMUSG00000021018,Polr2h,-0.23034389610474668,4.549134369626752,0.022876175394940475,0.08350197080586176,245841,793.75,49.60629921259842
ENSMUSG00000113948,Rpl17-ps3,-0.36325499639252956,1.4543823623425935,0.022893377429960168,0.08353605464137302,"NA",556,47.4820143884892
ENSMUSG00000020886,Dlg4,0.2987639724411263,5.6908073313442085,0.022923931293120085,0.08361881806164889,13385,1837.2272727272727,54.72178925752741
ENSMUSG00000031696,Vps35,-0.22444596771799186,6.8919677874183005,0.022949795973405896,0.08368442596275916,65114,1941,40.22668727460073
ENSMUSG00000031933,Izumo1r,-0.24167425338776977,9.088960268345163,0.02295926381825274,0.0836902197245987,64931,970,54.98969072164948
ENSMUSG00000048371,Pdp2,-0.311538938431317,4.214940153290687,0.02298278692183407,0.08374342005574077,382051,5692,47.6809557273366
ENSMUSG00000037994,Slc9b2,-0.37317922114310853,2.3232715809085143,0.022996658770256043,0.08374342005574077,97086,1811.8,44.91665746771166
ENSMUSG00000012848,Rps5,-0.18754668813679579,10.183273577179882,0.022997510478497064,0.08374342005574077,20103,779.6666666666666,53.97605814450619
ENSMUSG00000041297,Cdk13,-0.1192013213957988,7.026549227337466,0.023017924284149796,0.0837890307560792,69562,3540.1428571428573,45.595415842782785
ENSMUSG00000039361,Picalm,0.13348744587858824,8.254663108805918,0.023035352219737196,0.08382374487086279,233489,2740.4,42.01819685690655
ENSMUSG00000084106,Gm6136,-0.33587866457303717,2.8682430228580778,0.02307576134968858,0.08393634150300444,"NA",891,51.8518518518518
ENSMUSG00000022770,Dlg1,-0.1386724975745585,6.66124538131958,0.02308668853143973,0.08393634150300444,13383,2483.266666666667,44.634755295444165
ENSMUSG00000022748,Cmss1,-0.3610321671319347,2.7970238806750585,0.02309000092937102,0.08393634150300444,66497,763,50.196592398427256
ENSMUSG00000021022,Ppp2r3c,-0.23635208348311376,4.890076493038703,0.02311589575743043,0.08400172587595826,59032,2238.3333333333335,41.295606850335105
ENSMUSG00000009687,Fxyd5,0.12252806282176079,9.23999195789739,0.023142378499508648,0.08406920123863915,18301,853,54.0194272316195
ENSMUSG00000027533,Fabp5,0.3852998176000271,5.717391667007682,0.023206716734532038,0.08427410090741858,16592,2112.5,48.21301775147927
ENSMUSG00000021395,Spin1,0.17039511215980896,7.121469020735501,0.023245428405435472,0.08438401140746628,20729,4259.5,44.39488202840707
ENSMUSG00000060073,Psma3,-0.19442582867619818,7.201726452501358,0.023252871529811127,0.08438401140746628,19167,1055.3333333333333,42.461570857022515
ENSMUSG00000029720,Gm20605,0.7011671217149475,2.2197469464482578,0.02326496415545579,0.08439906053936182,"NA",4464,59.386200716845906
ENSMUSG00000043716,Rpl7,-0.18805299840528555,10.561721759181813,0.023284020220893147,0.08443935226573131,19989,1005.3333333333334,45.37466843501326
ENSMUSG00000027479,Mapre1,-0.2078745395653122,7.727914471827537,0.023316039488490942,0.08450125584755502,13589,2837,43.343907883914945
ENSMUSG00000033364,Usp37,-0.21320203611254687,5.279613640628151,0.023317000648576895,0.08450125584755502,319651,3022.285714285714,43.11306485157877
ENSMUSG00000018395,Kif3a,0.30994216319581347,2.7892113885262835,0.023342676918819475,0.08456545505856088,16568,1598,48.052252816020015
ENSMUSG00000044847,Lsm11,-0.2642918593021535,4.539489977656345,0.023367580588980665,0.08462681248419796,72290,4289.5,51.940785639351866
ENSMUSG00000036339,Tmem260,-0.17931843192280258,5.094521181697758,0.023414243607154,0.08475210338273251,218989,2971.3333333333335,46.351245232218986
ENSMUSG00000035401,Emsy,0.1949150415613607,6.588041158646696,0.023418134384138572,0.08475210338273251,233545,2594.923076923077,44.281733562577784
ENSMUSG00000025579,Gaa,-0.25387612358381406,4.111023251886682,0.023445065004407024,0.08482066773733359,14387,1464.375,59.12932138284252
ENSMUSG00000015363,Trabd,0.1440629763704462,6.901205438366981,0.023515290890980187,0.08504576773714387,67976,2033.5714285714287,57.40077274323851
ENSMUSG00000018559,Ctdnep1,-0.20117472100013106,6.4316548051071685,0.02354491114123322,0.08512390951061241,67181,837.4,53.73775973250537
ENSMUSG00000055850,Rnf181,0.17596305448143423,5.698875448867805,0.023562188732957165,0.08515738983377713,66510,966.3571428571429,52.62029713947817
ENSMUSG00000038212,Mfsd14b,0.1544413304687139,6.031187252258695,0.023574003407009797,0.08517111026845513,66631,2417.25,43.32402523528802
ENSMUSG00000074811,Hps6,-0.3151486777321126,4.660078551491603,0.023636301942990524,0.08536715377029763,20170,2666,59.714928732183004
ENSMUSG00000079103,Tgm7,0.5320183217281952,1.466653893946553,0.023687239299034157,0.08552204481112877,640543,2140.5,52.97827610371407
ENSMUSG00000003531,Dgcr6,-0.23636014293457255,3.7771026977921567,0.02369802097719941,0.0855318990213429,13353,1026.375,57.81269029350869
ENSMUSG00000027603,Ggt7,0.42976520910783567,2.8883939492121242,0.023800090529333833,0.08587111467479075,207182,1186.8,59.740478597910354
ENSMUSG00000004565,Pnpla6,0.4698040908214464,5.48011409983844,0.023827914876762196,0.08594231301221326,50767,1677.65,55.53005692486514
ENSMUSG00000018858,Mrpl58,-0.2483121917632674,5.28176080775342,0.023877744038242315,0.08609280284256954,68572,952.2,52.20541902961563
ENSMUSG00000020265,Sumo3,-0.1799308403932247,6.366342313147522,0.023912311991799762,0.08617457818302197,20610,1053,50.89031339031339
ENSMUSG00000086370,Ftx,0.7250510293505712,2.911449133026264,0.02391665001728006,0.08617457818302197,"NA",2552.4166666666665,43.78530151163928
ENSMUSG00000053799,Exoc6,-0.3545493750417493,5.071152506689276,0.023953717419029668,0.08627886959136424,107371,3321,43.27009936766037
ENSMUSG00000031536,Polb,0.2149379051278111,4.38184618079365,0.02397568852354283,0.08631339681261381,18970,2277.5,44.193194291986856
ENSMUSG00000029034,Ints11,-0.14787402982873724,6.16784839295306,0.023979555073811273,0.08631339681261381,71957,1238.142857142857,54.42482981423791
ENSMUSG00000015337,Endog,-0.37420715548532496,3.2098131677976887,0.024061454678672062,0.08657885216695618,13804,1063,64.346190028222
ENSMUSG00000006715,Gmnn,0.31828499158853824,4.804020515660351,0.024089312166703347,0.08664973716042092,57441,789.8,48.31602937452519
ENSMUSG00000054499,Dedd2,-0.12864469282834523,7.072315671315163,0.024191394889100593,0.0869874734299345,67379,2518.75,58.421836228287845
ENSMUSG00000028211,Trp53inp1,-0.1849259801054293,8.511519699794729,0.024201591898227563,0.08699469006530396,60599,3274.25,39.42124150568835
ENSMUSG00000024096,Ralbp1,0.14755859141042107,7.236241612217528,0.024227652995100636,0.0870589073457236,19765,1725.2857142857142,52.74488697524219
ENSMUSG00000078994,Zfp429,-0.2069830461251025,4.287146354248415,0.024263414796920884,0.08713460844196626,72807,1269,42.356185973207246
ENSMUSG00000027854,Sike1,0.25582422299806257,6.3852072715885475,0.024265126320027884,0.08713460844196626,66641,2316,44.905008635578575
ENSMUSG00000029578,Wipi2,0.15184408819649492,5.999787403579264,0.024305349162602644,0.08724955012002882,74781,2823.2,52.42278265797676
ENSMUSG00000029017,Pmpcb,-0.17387048217228393,5.662669168144668,0.024328265388032524,0.08730230910529779,73078,1087.5,44.32183908045975
ENSMUSG00000022439,Parvg,-0.15419669700462268,7.902511366163564,0.02437015210531601,0.08742308533018124,64099,1020,53.33333333333335
ENSMUSG00000001445,Mrpl10,-0.14976168865466621,5.878923019964469,0.024385073626995442,0.08744708037337799,107732,1226,53.30342577487764
ENSMUSG00000021193,Pitrm1,-0.16483097391464785,5.5936124635908,0.024471717937341302,0.08772817682431297,69617,1345.875,49.335933872016355
ENSMUSG00000036114,Rpp25l,-0.298680429382143,4.100842175181234,0.024556682059336622,0.08800306235974144,69961,856,59.2289719626168
ENSMUSG00000022102,Dok2,0.23765552612418878,7.488846274359345,0.024573055434621488,0.08800881882099652,13449,562.25,55.58025789239662
ENSMUSG00000059263,Usp47,-0.1953815624225051,6.94507073464863,0.024574859407180915,0.08800881882099652,74996,4460.166666666667,42.550726803931106
ENSMUSG00000035900,Gramd4,-0.24219968776980783,7.980062357129718,0.02460267790784033,0.08807874780488034,223752,2847.8,55.44630943184214
ENSMUSG00000078861,Zfp931,-0.3993764290412278,2.4136013821152913,0.02464893574427534,0.08819029763803725,353208,1152.5,36.507592190889355
ENSMUSG00000028248,Pnisr,0.6565440001187552,6.992152228131113,0.0246504418835749,0.08819029763803725,66625,1771.3076923076924,42.49793720415165
ENSMUSG00000057409,Zfp53,0.2473313384324597,5.974710795290439,0.024659549510679637,0.08819317673482797,24132,2561.5,39.0591450322077
ENSMUSG00000105814,Mir703,-0.7715322809783273,3.1765454483309807,0.024704304898015207,0.08832350273534753,"NA",109,31.192660550458697
ENSMUSG00000021831,Ero1l,0.24166342781728137,5.700153996853949,0.024789812900204215,0.08859734985766198,50527,1166.5,42.89184169167022
ENSMUSG00000042508,Dmtf1,0.42690999466542906,6.028214632442074,0.02480026684187187,0.08859734985766198,23857,2579.9444444444443,42.59350976549882
ENSMUSG00000028602,Tnfrsf8,0.4666050365883117,4.20125093726088,0.02480592341147493,0.08859734985766198,21941,3328.5,53.928195884031844
ENSMUSG00000011158,Brf1,0.41947659733583686,6.286615599712323,0.024887486731403667,0.08885826242785169,72308,1180.4444444444443,53.39796686746987
ENSMUSG00000054474,Thnsl2,0.5409406766397208,1.3811135399269179,0.02490917983010739,0.08885826242785169,232078,1292.75,53.04583252755752
ENSMUSG00000032560,Dnajc13,-0.18348576251820128,6.829329150584547,0.02491527791314954,0.08885826242785169,235567,1795,45.89733386390768
ENSMUSG00000042608,Stk40,0.15568218743026038,6.518719179094956,0.024916262227841667,0.08885826242785169,74178,1527.5,56.912165848336024
ENSMUSG00000053536,Cstf2t,-0.2059281281257341,5.993688048851071,0.024924702975051925,0.08885826242785169,83410,4233,46.0429955114576
ENSMUSG00000034192,Lsm3,-0.2789965679427197,4.146710701344837,0.024936928359902744,0.08885826242785169,67678,883.4,46.321032374915085
ENSMUSG00000026739,Bmi1,-0.1668020622852296,5.53709078454275,0.024941619441615402,0.08885826242785169,12151,1260.5714285714287,40.41251133272891
ENSMUSG00000062202,Btbd9,-0.2124004744737345,4.968652541050672,0.024945898941805097,0.08885826242785169,224671,1737.52,50.52949030802523
ENSMUSG00000039069,Mtg2,0.20520798755447708,4.6887292958743005,0.02498369603447239,0.08892982988393591,52856,1827.7142857142858,53.06393622010315
ENSMUSG00000028849,Map7d1,0.16318242326783294,7.08705876798845,0.0249917611483793,0.08892982988393591,245877,2184.8333333333335,62.2396826607674
ENSMUSG00000022462,Slc38a2,0.21412635416543205,7.644724124047971,0.02499482776175517,0.08892982988393591,67760,5388,44.32071269487751
ENSMUSG00000004897,Hdgf,-0.14563386081211502,7.909107264715428,0.02500778296031378,0.08892982988393591,15191,877.5,56.01139601139602
ENSMUSG00000099413,Gm17767,0.2739932590099165,6.322619273912036,0.025007851804115664,0.08892982988393591,"NA",2259.5,42.509404735560956
ENSMUSG00000020430,Pes1,-0.25542061362160107,6.8707988012626275,0.025041515062910975,0.08899209695952218,64934,1802.5,50.33287101248268
ENSMUSG00000022765,Snap29,-0.2619325636065151,5.63544625917235,0.025042118039165107,0.08899209695952218,67474,3447,45.7499274731651
ENSMUSG00000030879,Mrpl17,-0.38985012751837195,4.896897370409198,0.025149285484828452,0.08934304696315981,27397,2007.2,45.93463531287367
ENSMUSG00000030156,Cd69,0.22118474379597597,6.702783076598416,0.025159348882669387,0.08934891468796864,12515,1671.2,38.51124940162757
ENSMUSG00000023009,Nckap5l,-0.3115672755512428,4.155061852407779,0.0251780088004957,0.08938529728571702,380969,1505,62.47508305647838
ENSMUSG00000038593,Tctn1,0.5128373081665657,2.0410837014508356,0.0253321822173424,0.08990258587123655,654470,2399,54.397665694039176
ENSMUSG00000022682,Rrn3,-0.21903425940072108,5.920630536196442,0.025349120497676028,0.08993265127799424,106298,2275.5,46.40738299274881
ENSMUSG00000021149,Gtpbp4,-0.24988303179528168,6.478799132379939,0.02535791249415273,0.08993380517959608,69237,2598,41.970746728252514
ENSMUSG00000021131,Erh,-0.17442304689556756,6.399038583304496,0.025390611502058243,0.09001971808239742,13877,832.6,47.44174873889024
ENSMUSG00000042675,Ypel3,0.3066711617428303,6.478034989997762,0.025462616146637463,0.09024488111764535,66090,747,60.752099306316175
ENSMUSG00000024338,Psmb8,-0.17249690530808426,9.387762734217432,0.02547553028007226,0.0902605345680212,16913,1202.7142857142858,54.305737023399445
ENSMUSG00000025289,Prdx4,0.3295601480849957,5.7201298122119315,0.02551882653128117,0.09038378640055637,53381,983.3333333333334,48.10169491525422
ENSMUSG00000022884,Eif4a2,0.5761371706677844,8.1665238584093,0.025545372841456866,0.09044765010731827,13682,1080.72,41.54637648974756
ENSMUSG00000033732,Sf3b3,-0.23961464951154832,8.064250056239207,0.025570939377029273,0.0905080033531506,101943,2841.4,45.39311606954318
ENSMUSG00000029759,Pon3,0.2657975762839667,3.680689591665821,0.02561810352938893,0.09063482166895943,269823,1106.1666666666667,44.58339611270151
ENSMUSG00000020131,Pcsk4,-0.2846745271510627,3.843198495762226,0.025623834444726528,0.09063482166895943,18551,1944.5,61.386817519499424
ENSMUSG00000022761,Lztr1,0.1696281055671788,6.2872820032480705,0.025701127881174016,0.09087795617637497,66863,1478.357142857143,54.22525003623713
ENSMUSG00000035212,Leprot,0.15833205801585853,6.18061134750981,0.025910937745685814,0.09156875539811354,230514,1826,46.85104052573932
ENSMUSG00000041571,Selenow,0.14702391348874566,7.726071755670951,0.0259187567258089,0.09156875539811354,20364,736,57.2010869565217
ENSMUSG00000043131,Mob1a,-0.13677391081904317,8.774843416391334,0.02592235431012309,0.09156875539811354,232157,2065,45.141242937853114
ENSMUSG00000030979,Uros,0.255800149181874,3.95895434871887,0.025965431014882752,0.09169042827130472,22276,1027.9,50.24807860686838
ENSMUSG00000021806,Nid2,0.333921207973111,3.7531315109553653,0.025982965346748793,0.09172185374315908,18074,3375,54.86666666666667
ENSMUSG00000008976,Gabpa,-0.14403717425446938,6.316074638670298,0.026006425083009873,0.09177416851552521,14390,1785.4,41.94018147193907
ENSMUSG00000076487,Trbj1-5,0.6147220003293568,3.1675506364787753,0.02608788293264821,0.09203105031902666,"NA",50,52
ENSMUSG00000021819,Zswim8,0.35457672833262976,6.671933522569612,0.02609685983037853,0.0920321530937187,268721,2651.8571428571427,57.47723967031191
ENSMUSG00000026500,Cox20,0.2207801056943506,4.5273486437268495,0.026108650675421313,0.09204317539805018,66359,570.5,42.68185801928131
ENSMUSG00000027995,Tlr2,0.36918993785956605,4.217813163061869,0.026127898150088723,0.09208046919384287,24088,3014,49.3364299933643
ENSMUSG00000105987,AI506816,-0.21971261389512253,6.847581110269028,0.02617919589052811,0.09223065298480583,"NA",1021.4,49.618171137654166
ENSMUSG00000020219,Timm13,-0.18176318665137914,5.740927133975377,0.026213241080332617,0.0923091459337344,30055,668.25,60.53123830901611
ENSMUSG00000032612,Usp4,-0.1345912426780043,7.4543464128900565,0.02621885645660673,0.0923091459337344,22258,1894,49.31362196409715
ENSMUSG00000006373,Pgrmc1,0.21845155206227287,6.049968420384245,0.02622758998998033,0.0923092978374987,53328,1857,44.8572967151319
ENSMUSG00000030123,Plxnd1,0.26340931935714745,6.57024718292359,0.026310859698190442,0.09257169649360016,67784,1801.6,59.62477797513321
ENSMUSG00000026771,Spopl,0.3448434866483844,5.034798321228825,0.026342734060494446,0.09264208488078668,76857,2468.1666666666665,39.61104733607944
ENSMUSG00000010277,2610507B11Rik,-0.18306716001966988,8.010621389950153,0.026348309021357236,0.09264208488078668,72503,1605.875,50.70444461742039
ENSMUSG00000025402,Nab2,0.17754128877360648,6.516298026664646,0.026385934403778028,0.09273531498273464,17937,1419.75,58.83078006691317
ENSMUSG00000028454,Pigo,0.29008731698595075,5.116775438678824,0.026392285557598084,0.09273531498273464,56703,2224.2,56.84740580883014
ENSMUSG00000033392,Clasp2,-0.1866955271734972,5.596783879405083,0.026469869051793646,0.0929469538848864,76499,3446.909090909091,45.04694588036713
ENSMUSG00000032399,Rpl4,-0.1403455311316869,11.125412366047618,0.026479438494390165,0.0929469538848864,67891,996.6666666666666,47.99331103678928
ENSMUSG00000061859,Patj,-0.31897956464297716,4.8906099376812655,0.026489065680996064,0.0929469538848864,12695,3050.9285714285716,49.523564254442455
ENSMUSG00000097415,AU020206,0.5787078503519696,8.232710640334576,0.026491684381767643,0.0929469538848864,"NA",1832.5,47.93997271487043
ENSMUSG00000034958,Atcay,0.20966809429483205,3.740525323325983,0.02649626966328714,0.0929469538848864,16467,2731.6666666666665,54.679682733374015
ENSMUSG00000009079,Ewsr1,0.3167314557591016,8.699374190740938,0.026590762717039564,0.09324118684332976,14030,1145.3076923076924,50.55410034253475
ENSMUSG00000039220,Ppp1r10,0.21301669032573495,6.575247725632943,0.026597702516973184,0.09324118684332976,52040,1779.4285714285713,53.35581245985869
ENSMUSG00000051391,Ywhag,-0.14865717387457442,7.217876716769009,0.026636682055728875,0.0933396344529119,22628,1694,51.03896103896104
ENSMUSG00000078153,Psme2b,-0.21622496824296994,5.188771136211349,0.026643360163926648,0.0933396344529119,621823,837,49.3428912783751
ENSMUSG00000006705,Pknox1,-0.15207395872471013,5.832847404319072,0.026691022833559754,0.09347578125224916,18771,1462.2857142857142,51.22118014849552
ENSMUSG00000033114,Slc35d2,0.2949769517748478,4.513945770424873,0.026732678743275253,0.09359080870503286,70484,1126.25,46.45948945615981
ENSMUSG00000034656,Cacna1a,0.37146859429738854,3.107941408296245,0.026769015601335995,0.09368714455268234,12286,3242.153846153846,57.445193128974104
ENSMUSG00000026933,Camsap1,0.23720482242848212,4.882554606794281,0.02678488318600639,0.09369915217145178,227634,2803.4166666666665,52.50438453078091
ENSMUSG00000031530,Dusp4,0.2626408228967657,5.431187406034655,0.026791378156291543,0.09369915217145178,319520,2740,55.985401459854
ENSMUSG00000076498,Trbc2,-0.16178890969546303,9.446605565731726,0.02679891021435422,0.09369915217145178,"NA",692,51.300578034682104
ENSMUSG00000052915,Msl1,0.23483596083317512,7.110060607672699,0.026819655199667784,0.09372347596783395,74026,1988.1666666666667,52.46039064464751
ENSMUSG00000063568,Jazf1,0.42209391654467276,3.1162611863288983,0.026823514116194238,0.09372347596783395,231986,2104.6666666666665,42.88881849857458
ENSMUSG00000091625,Lsm5,-0.2348937888087923,4.2711376537592125,0.026834052590552212,0.09372946616798607,66373,461.4,36.6710013003901
ENSMUSG00000051853,Arf3,-0.12651055541072287,8.341835042296026,0.026846063145373158,0.09373272976226038,11842,1825.3333333333333,55.05843681519358
ENSMUSG00000021311,Mtr,-0.15760271030707562,5.6826282009788205,0.02685263572458655,0.09373272976226038,238505,3284,47.28989037758832
ENSMUSG00000023032,Slc4a8,0.3717531570076102,5.015498647078102,0.0268824236596397,0.09377748730329852,59033,2570.4285714285716,51.69232479297503
ENSMUSG00000026638,Irf6,0.2881115190017154,3.375888540734548,0.026887119239509632,0.09377748730329852,54139,2180.75,48.14857273873666
ENSMUSG00000023495,Pcbp4,0.23110174678838893,5.187805136654285,0.026891943732427728,0.09377748730329852,59092,671,60.662217326508134
ENSMUSG00000027423,Snx5,0.11679808081243397,7.801351954102921,0.02691434735458442,0.09382481050226311,69178,1029,44.156948493683196
ENSMUSG00000085586,Gm11613,0.3641383403542835,2.0384522157224176,0.026931470263501074,0.09385369984872323,"NA",1971,49.010654490106504
ENSMUSG00000038151,Prdm1,0.2046937547614322,6.191548418156739,0.027087991938079904,0.09436820280953911,12142,3163.25,48.23362048526041
ENSMUSG00000021840,Mapk1ip1l,-0.12561539692258494,6.894588728786362,0.027121648616203593,0.09445447593485723,218975,2720.4,45.80943978826644
ENSMUSG00000050721,Plekho2,0.19123799906969693,6.869763293062623,0.02714584170749524,0.09450774520387231,102595,3408.5,53.095203168549205
ENSMUSG00000035105,Egln3,0.4411330782998727,1.6925695930975169,0.027176044528308164,0.09458189547171997,112407,2662,51.352366641622794
ENSMUSG00000075266,Cenpw,-0.5524242271467681,2.2206573071681657,0.027198573965339368,0.09460200410003136,66311,2837.5,35.84140969162992
ENSMUSG00000048279,Sacs,0.28807097062776393,6.858008843273926,0.027199634769487457,0.09460200410003136,50720,5009,43.49599292701709
ENSMUSG00000026353,Ubxn4,0.11701574200374361,6.8819104328421785,0.027224243417878012,0.09465660019139124,67812,1497.5,45.1752921535893
ENSMUSG00000037235,Mxd4,0.14371415658042305,7.698751987240964,0.02725985814602682,0.0947494153230029,17122,2611.5,53.36013785180929
ENSMUSG00000043336,Filip1l,0.23159703152247718,5.746037789319362,0.027274894480086243,0.09476889410188406,78749,3093.6666666666665,43.61598965628708
ENSMUSG00000015488,Cacfd1,0.1904093559403286,5.2735762188186195,0.027287078533471593,0.09476889410188406,381356,1248.5,53.32398878654385
ENSMUSG00000100755,Rps23-ps1,0.19658284047388738,4.153830217250787,0.027292228116895436,0.09476889410188406,"NA",425,50.5882352941176
ENSMUSG00000021182,Ccdc88c,0.4298295066621334,8.26615613285012,0.027315463557352985,0.0948185797079096,68339,2594.375,55.649241146711645
ENSMUSG00000016554,Eif3d,-0.20846925919555553,7.8408834577249635,0.027402266712970448,0.09508881967499905,55944,974.875,53.737658674189
ENSMUSG00000043008,Klhl6,-0.21284378703303147,7.676579626352484,0.027475253650601522,0.09530787715670956,239743,1084.5,47.395112955278954
ENSMUSG00000015222,Map2,0.6129732134914264,2.2539436264033608,0.02748333908218804,0.09530787715670956,17756,2420.7083333333335,44.01604213642702
ENSMUSG00000005699,Pard6a,-0.40595984106204763,2.3305631684601393,0.02752182047016812,0.09540766627018496,56513,1028.5714285714287,58.29166666666667
ENSMUSG00000039840,Epg5,-0.16105536970604203,5.373122090041497,0.02753007880983966,0.09540766627018496,100502841,4460.666666666667,50.552981617097565
ENSMUSG00000059436,Max,-0.15346105858719436,6.7362296835059015,0.027580731928717597,0.09555203344645738,17187,954.1428571428571,49.498427908369536
ENSMUSG00000029036,Atad3a,-0.22120658453032294,5.35060449643207,0.027616546300323126,0.09564491516205811,108888,919.2222222222222,56.01353801523024
ENSMUSG00000028675,Pnrc2,-0.15692846640022468,6.779701488837882,0.027666318907422376,0.09578606239721006,52830,906.6666666666666,42.499999999999964
ENSMUSG00000031428,Zcchc18,0.29994954406226415,5.336030883193716,0.02769595686825363,0.09585743038598568,66995,3012.3333333333335,47.80347460440413
ENSMUSG00000038406,Scaf1,-0.11652253432149426,6.899233943669323,0.027726807207976045,0.09593294663293862,233208,1904.6666666666667,60.5092754637732
ENSMUSG00000111546,Gm47050,-0.3138029443892427,3.657471318535903,0.027824674654538493,0.09624021301872611,"NA",2176,41.5900735294118
ENSMUSG00000030681,Mvp,0.22954609819213434,6.812302107933419,0.027850559004365383,0.09629838468241181,78388,2708.3333333333335,52.99692307692303
ENSMUSG00000054702,Ap1s3,-0.20660100266329623,4.824691467896514,0.027877263124813836,0.0963593520702156,252903,1410.3333333333333,41.38501536279838
ENSMUSG00000043866,Taf10,-0.2533706228198115,6.883464404178944,0.02791571573024418,0.096430699335485065,24075,1504,52.626329787234035
ENSMUSG00000040272,Accs,0.31769774412027624,4.43071474557402,0.027916061048448182,0.096430699335485065,329470,1459.5833333333333,52.086782757636314
ENSMUSG00000032580,Rbm5,0.277468214462026,7.592166211535436,0.02795249639864959,0.09652516799299607,83486,1644.75,45.417236662106696
ENSMUSG00000029208,Guf1,0.25208164457840004,4.647953423380153,0.02797455320082209,0.09652758681588518,231279,2652.5555555555557,41.14690235831274
ENSMUSG00000050608,Micos10,0.1813923745563394,6.200226140782971,0.027975164852127168,0.09652758681588518,433771,959,50.703858185609995
ENSMUSG00000024462,Gabbr1,0.8303133325701595,5.7575759916232725,0.02798045940558374,0.09652758681588518,54393,1782.3636363636363,53.66724472100378
ENSMUSG00000034255,Arhgap27,0.21043765443248308,6.5948575513031855,0.028011789525621705,0.09656106356246778,544817,1614.3636363636363,59.96170739948191
ENSMUSG00000026577,Blzf1,0.1914879339535366,3.7497345511898565,0.028015933150596424,0.09656106356246778,66352,2108.2,43.60117635897921
ENSMUSG00000042099,Kank3,0.5534380009756777,1.8807404645313828,0.028018282699843404,0.09656106356246778,80880,1102.9,56.940792456251714
ENSMUSG00000081855,Rpl17-ps5,-0.4139266657552012,1.4320823924610901,0.02802652598033216,0.09656106356246778,"NA",555,47.9279279279279
ENSMUSG00000052751,Repin1,-0.2536016833900207,3.241461029917545,0.0280385732289142,0.09656897837968606,58887,2172.714285714286,58.48510750213687
ENSMUSG00000097993,Ptprv,0.7471696173409472,4.736495412523044,0.028047006053599277,0.09656897837968606,13924,933.6363636363636,57.078870496592025
ENSMUSG00000008450,Nutf2,-0.20542103778443607,4.54663377457592,0.02808991801455052,0.09666509272419173,68051,554.4285714285714,52.79567121875805
ENSMUSG00000027907,S100a11,0.2684923644487595,7.645544293859146,0.02809473078632628,0.09666509272419173,20195,511,49.5107632093933
ENSMUSG00000026511,Srp9,0.23752458372126772,6.294795684760346,0.028102222399953313,0.09666509272419173,27058,1754,46.5079817559863
ENSMUSG00000021218,Gdi2,-0.2677542284043514,8.681708845922447,0.028136992686447426,0.09675336235527503,14569,1710.3,43.354966964859976
ENSMUSG00000029767,Calu,-0.1550130150003802,7.048328181506976,0.028264285950566126,0.09715962633233444,12321,1607,45.17734909769758
ENSMUSG00000025997,Ikzf2,0.39073746257823727,9.799362601758528,0.02829663991712675,0.09723937534769342,22779,2453.3333333333335,42.87590579710145
ENSMUSG00000068267,Cenpb,0.23989090919488235,7.096751469419025,0.028342178025324904,0.09736436448415302,12616,4886,56.2832582889889
ENSMUSG00000109179,Gm35339,0.8201857568193464,2.3637124069151367,0.0283525424028742,0.09736847895354987,102638882,6581,51.4511472420605
ENSMUSG00000029836,Cbx3,-0.14592525656033717,7.040916805157192,0.02838155221157459,0.09743660232428741,12417,1402.75,40.85724469791482
ENSMUSG00000054733,Msra,-0.3612363221492161,3.590403611649849,0.02839309404475675,0.09744005730034451,110265,1345,49.828996282527854
ENSMUSG00000028018,Gstcd,-0.23506512875679406,3.793315603414111,0.028415713729076947,0.09744005730034451,67553,2023.6666666666667,47.051556580464464
ENSMUSG00000033467,Crlf2,0.21211414161398903,6.154663760023032,0.028417813740370137,0.09744005730034451,57914,1180,65.33898305084747
ENSMUSG00000030754,Copb1,-0.2161773200679702,7.452795087814818,0.028419252261011795,0.09744005730034451,70349,2136,42.10362047440699
ENSMUSG00000052397,Ezr,-0.1690811801032065,8.754690168772852,0.028469176773826037,0.09757973400825433,22350,1903.5,53.92697662201207
ENSMUSG00000071724,Smpd5,0.381127360473776,3.5638293808575554,0.02848216788787933,0.09759277009840459,100503915,1023.25,57.7082824334229
ENSMUSG00000031583,Wrn,-0.17583689596620253,5.884096604967214,0.028498544040619,0.09761739271185263,22427,4514.5,42.82866319636728
ENSMUSG00000030029,Lrig1,-0.3004602544372282,6.133688085090698,0.02851609864274662,0.09764603474637479,16206,2431.714285714286,54.78792151333569
ENSMUSG00000020305,Asb3,-0.29558694731852386,4.579106637032591,0.02852695060318535,0.09765171424654683,65257,2136.6666666666665,40.5616224648986
ENSMUSG00000028848,Gpn2,-0.19520175502860465,3.8936929527513526,0.028539494050502035,0.09766317841637649,100210,1025.6666666666667,59.89600259993497
