gs_name	DE
GO_ORGANIC_HYDROXY_COMPOUND_CATABOLIC_PROCESS	mt2;tpi1b;sult2st1
GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	rps7;ndufs3;rpl11;rrm2b;mif;snai1b
GO_AMINO_ACID_IMPORT	slc7a3a;slc1a5
GO_RESPONSE_TO_OXIDATIVE_STRESS	hnrnpd;prdx2;txnipa;rrm2b;cbx8b;mt2;mmp2;ndufa6;TXN;ucp2;srxn1;vrk2;xpa;gsr
GO_POSITIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT	mif;avp
GO_CHROMATIN_SILENCING_AT_RDNA	rrp8
GO_NEUTRAL_AMINO_ACID_TRANSPORT	slc1a5;slc6a7
GO_PSEUDOURIDINE_SYNTHASE_ACTIVITY	pusl1
GO_REGULATION_OF_CENTRIOLE_REPLICATION	mdm1;alms1
GO_SECRETORY_GRANULE_ORGANIZATION	creb1b;TXN;txn
GO_LIPID_METABOLIC_PROCESS	cbr1;creb1b;mid1ip1b;ppp2r1bb;trib3;rbp4;nr1d1;rdh12;cyp3c1;pgp;mt2;mgst3a;mecp2;zgc:56064;stat5a;cnbpa;ppp2r5a;sult2st1;ntd5;gpc4;apof;adh5;cnr1;sptssa;angptl4;snai1b;mttp;avp;lipg;pigw
GO_XENOBIOTIC_METABOLIC_PROCESS	cbr1;cyp3c1;mgst3a
GO_REGULATION_OF_HISTONE_H3_K9_ACETYLATION	pih1d1
GO_REGULATION_OF_ANGIOTENSIN_LEVELS_IN_BLOOD	atp6ap2
GO_NEGATIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS	spen;creb1b;hnrnpd;smc1a;pcbp3;txnipa;trib3;kdm4aa;siah2l;rrp8;rpl23;uba52;rsf1b.1;nr1d1;nfatc3a;smc1al;cbx8b;daxx;pgp;mt2;mecp2;atf7ip;per1a;klf11b;itm2cb;cnbpa;bmi1a;mphosph8;TXN;irf1b;cbfa2t2;hcls1;lyar;h1fx;rpl10;nfatc2a;MDFI;pkz;snai1b;tbx6;ten1;si:dkey-108k21.21
GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	ndufs3;rrm2b;mif;snai1b
GO_PEPTIDE_DISULFIDE_OXIDOREDUCTASE_ACTIVITY	TXN;gsr
GO_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN	adam19b
GO_NEGATIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS	spen;creb1b;pcbp3;txnipa;trib3;kdm4aa;siah2l;rrp8;rpl23;uba52;rsf1b.1;nr1d1;nfatc3a;cbx8b;daxx;mt2;mecp2;atf7ip;per1a;klf11b;cnbpa;bmi1a;mphosph8;TXN;irf1b;cbfa2t2;hcls1;lyar;h1fx;rpl10;nfatc2a;MDFI;snai1b;tbx6;si:dkey-108k21.21
GO_POSITIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	rbm27
GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	mif;snai1b
GO_NEUTROPHIL_MIGRATION	ccl25b;jagn1a
GO_VITAMIN_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	rbp4
GO_HYDROGEN_PEROXIDE_METABOLIC_PROCESS	prdx2
GO_MEIOSIS_II_CELL_CYCLE_PROCESS	ppp2r1bb
GO_FREE_UBIQUITIN_CHAIN_POLYMERIZATION	ube2kb
GO_RESPONSE_TO_INTERLEUKIN_9	stat5a
GO_METHYLOSOME	snrpb
GO_POSITIVE_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	mif
GO_PHOSPHORYLASE_KINASE_ACTIVITY	phkg1a
GO_PHOSPHORYLASE_KINASE_COMPLEX	phkg1a
GO_ATP_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	slc25a5
GO_ATP_TRANSPORT	slc25a5
GO_ENDOPEPTIDASE_ACTIVATOR_ACTIVITY	psmd14
GO_UREA_CYCLE	slc25a15b
GO_ENDOPEPTIDASE_REGULATOR_ACTIVITY	psmd14;mt2;avp
GO_NEGATIVE_REGULATION_OF_DNA_REPLICATION	smc1a;smc1al
GO_NEGATIVE_REGULATION_OF_HORMONE_SECRETION	pim3;jagn1a;ucp2
GO_PLATELET_DENSE_GRANULE	lamp2;ntd5;clec3ba
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	gbp1
GO_POLYAMINE_TRANSPORT	oaz1a
GO_NEGATIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY	ppp2r5a
GO_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	zc3h3;rbm27
GO_ALDITOL_BIOSYNTHETIC_PROCESS	pgp
GO_CELLULAR_SODIUM_ION_HOMEOSTASIS	agtr2
GO_OXYGEN_METABOLIC_PROCESS	mt2
GO_5S_RRNA_BINDING	rpl3;rpl11
GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS	ntd5
GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_COMPETITIVE_PROMOTER_BINDING	creb1b
GO_ALDITOL_CATABOLIC_PROCESS	tpi1b
GO_RESPONSE_TO_ALCOHOL	hnrnpd;rbp4;psmd14;npas4a;cnr1;klf9;avp
GO_GLUTAMATE_CATABOLIC_PROCESS	glulb
GO_TRANSDIFFERENTIATION	gata4
GO_RESPONSE_TO_KETONE	hnrnpd;txnipa;npas4a;nme2b.1;klf9;avp;agtr2
GO_RETINOL_METABOLIC_PROCESS	rbp4;rdh12
GO_ENDOPLASMIC_RETICULUM_SUBCOMPARTMENT	fkbp1aa;fkbp1ab
GO_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA	cct5;si:dkey-108k21.21
GO_NEGATIVE_REGULATION_OF_HEMOPOIESIS	prdx2;stat5a;nme2b.1;irf1b;fstl3
GO_EXOGENOUS_DRUG_CATABOLIC_PROCESS	cyp3c1
GO_C_ACETYLTRANSFERASE_ACTIVITY	gcat
GO_UTP_BIOSYNTHETIC_PROCESS	nme2b.1
GO_NEGATIVE_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	prdx2
GO_TRANSLATION_ELONGATION_FACTOR_ACTIVITY	eif5a;eef1g
GO_REGULATION_OF_RIBOSOME_BIOGENESIS	riok1;trmt112;dimt1l
GO_CELLULAR_COPPER_ION_HOMEOSTASIS	mt2
GO_ENERGY_RESERVE_METABOLIC_PROCESS	nr1d1;gnas;mt2;phkg1a;ugp2a
GO_MULTI_ORGANISM_CELLULAR_LOCALIZATION	dynlt1
GO_GLUTAMINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	glulb
GO_NEGATIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	tbc1d10c
GO_REGULATION_OF_MITOTIC_SPINDLE_ASSEMBLY	smc1a;smc1al
GO_NUCLEOBASE_TRANSPORT	slc25a5
GO_NEGATIVE_REGULATION_OF_COMPLEMENT_ACTIVATION	cd59
GO_SPERM_CHROMATIN_CONDENSATION	hist2h2l
GO_VITAMIN_D_BIOSYNTHETIC_PROCESS	cyp3c1;snai1b
GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	gbp1;mt2;irf1b
GO_MITOTIC_SPINDLE_POLE	smc1a;smc1al
GO_C_PALMITOYLTRANSFERASE_ACTIVITY	sptssa
GO_ENDOCRINE_HORMONE_SECRETION	gnas;agtr2
GO_MODULATION_OF_TRANSCRIPTION_IN_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION	ccnt1;nucks1a
GO_CELLULAR_ALDEHYDE_METABOLIC_PROCESS	rdh12;tpi1b
GO_ETHANOL_OXIDATION	adh5
GO_ORGANIC_ACID_METABOLIC_PROCESS	cbr1;glulb;mid1ip1b;trib3;psmd14;oaz1a;nr1d1;mif;ldhba;bhmt;cyp3c1;mgst3a;mecp2;stat5a;sult2st1;slc16a9a;gcat;gpt2;apip;slc16a3;cnr1;psmb10;avp
GO_ARACHIDONIC_ACID_METABOLIC_PROCESS	cbr1
GO_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION	atp6ap2
GO_OXYGEN_BINDING	cyp3c1
GO_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	adam19b;prkcq
GO_NEGATIVE_REGULATION_OF_RESPIRATORY_BURST_INVOLVED_IN_INFLAMMATORY_RESPONSE	rps19
GO_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	trib3;snai1b
GO_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	mid1ip1b;ifrd1;kdm4aa;siah2l;mdm1;rad50;gbp1;higd1a;pih1d1;mt2;mecp2;itm2cb;slc25a5;gmfb;cbfa2t2;h1fx;psmg2;sema6d;tbx6;avp;ten1;pmp22b;si:dkey-108k21.21
GO_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT	snai1b
GO_INHIBITORY_SYNAPSE_ASSEMBLY	npas4a
GO_AMP_BIOSYNTHETIC_PROCESS	aprt
GO_TRNA_SPECIFIC_ADENOSINE_DEAMINASE_ACTIVITY	adat3
GO_PRIMARY_ALCOHOL_METABOLIC_PROCESS	rbp4;rdh12;adh5
GO_CUL5_RING_UBIQUITIN_LIGASE_COMPLEX	rnf7
GO_HEME_BIOSYNTHETIC_PROCESS	tmem14ca
GO_INTRACELLULAR_PROTEIN_TRANSPORT	rpl3;rps11;rps7;rpl39;rps23;rps16;txnipa;rpl29;rps2;rps5;rpl34;siah2l;rps15;rpl11;rpl23;uba52;vps37c;rpl7;rpl4;cluap1;zc3h3;oaz1a;rpl8;rplp1;rps18;rpl37;ssr3;rps21;rpl31;rpgrb;lamp2;dynlt1;rplp0;tmed10;mff;rpl32;ssr2;slc25a5;TXN;hcls1;rpl10;wdr60;rps19;MTERF4;si:dkeyp-20g2.1;agtr2;tbc1d10c;rab36
GO_RIBOSOMAL_PROTEIN_IMPORT_INTO_NUCLEUS	rpl23
GO_REGULATION_OF_DNA_DEMETHYLATION	otud4
GO_NUCLEOSOMAL_DNA_BINDING	rbbp4;h1fx;si:dkey-108k21.21
GO_OXIDATIVE_DEMETHYLATION	tet2;cyp3c1;tet3
GO_HISTONE_H3_K9_DIMETHYLATION	pih1d1
GO_METHYLATION_DEPENDENT_CHROMATIN_SILENCING	atf7ip;mphosph8
GO_TYPE_I_PNEUMOCYTE_DIFFERENTIATION	creb1b
GO_TRANSLATIONAL_READTHROUGH	dio2
GO_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION	hcls1
GO_REGULATION_OF_CELLULAR_KETONE_METABOLIC_PROCESS	psmd14;oaz1a;nr1d1;bhmt;cnr1;psmb10
GO_ANCHORED_COMPONENT_OF_PLASMA_MEMBRANE	gpc4;cd59
GO_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	rrm2b;mif
GO_REGULATION_OF_TRANSLATIONAL_FIDELITY	rps5
GO_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	atp5mc1;atp5mc3b;atp5mf
GO_ALPHA_AMINO_ACID_CATABOLIC_PROCESS	glulb;gcat;gpt2
GO_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	siah2l
GO_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	slc25a5
GO_REGULATION_OF_TRANSMISSION_OF_NERVE_IMPULSE	avp
GO_METHYLATED_HISTONE_BINDING	kdm4aa;rrp8;cbx8b;mphosph8
GO_REGULATION_OF_LIPID_TRANSPORT	mif;lipg;agtr2
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMATIN	pih1d1
GO_INOSITOL_METABOLIC_PROCESS	mecp2
GO_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY	cox14
GO_CD40_SIGNALING_PATHWAY	sharpin
GO_REGULATION_OF_SPINDLE_ASSEMBLY	smc1a;smc1al
GO_GAMMA_DELTA_T_CELL_DIFFERENTIATION	stat5a
GO_LACTATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	slc16a3
GO_LOW_DENSITY_LIPOPROTEIN_PARTICLE	apof
GO_ACID_SECRETION	mif;slc1a5;avp;agtr2
GO_ORNITHINE_DECARBOXYLASE_REGULATOR_ACTIVITY	oaz1a
GO_POLYAMINE_METABOLIC_PROCESS	srm
GO_DOUBLE_STRANDED_METHYLATED_DNA_BINDING	mecp2
GO_PROTEIN_LINEAR_POLYUBIQUITINATION	sharpin
GO_REGULATORY_T_CELL_DIFFERENTIATION	irf1b;nfatc2a
GO_POSITIVE_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE	lipg
GO_REGULATION_OF_RNA_METABOLIC_PROCESS	ccnt1;rbfox3a;sltm;riok1;rbm19;akap17a;nsrp1;trmt112;dimt1l
GO_DNA_STRAND_ELONGATION	nucks1a;rad50
GO_ROUGH_ENDOPLASMIC_RETICULUM_MEMBRANE	ssr4
GO_TYPE_B_PANCREATIC_CELL_APOPTOTIC_PROCESS	neurod1
GO_GLIAL_CELL_PROJECTION	glulb;mt2
GO_DYNEIN_LIGHT_CHAIN_BINDING	glulb;wdr60
GO_CHLORIDE_ION_BINDING	slc22a6l
GO_REGULATION_OF_MACROPHAGE_DIFFERENTIATION	hcls1
GO_NEGATIVE_REGULATION_OF_RESPIRATORY_BURST	rps19
GO_RESPONSE_TO_TOXIC_SUBSTANCE	creb1b;selenow1;prdx2;txnipa;rbp4;psmd14;cbx8b;rdh12;daxx;mt2;mgst3a;TXN;srxn1;adh5;xpa;cnr1;pkz;gsr;txn;avp
GO_POSITIVE_REGULATION_OF_RESPIRATORY_BURST	rps19
GO_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION	fkbp1aa;ppp2r1bb;ppp2r5a;fkbp1ab;pkz;agtr2
GO_RENAL_SYSTEM_PROCESS	rrm2b;slc22a6l;avp;agtr2
GO_LIPOPROTEIN_METABOLIC_PROCESS	mttp;si:rp71-1g18.13;lipg
GO_RESPONSE_TO_CORTICOSTEROID	pdcd7;npas4a;ctsla;klf9;agtr2
GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	mif;snai1b
GO_PROTEIN_DISULFIDE_OXIDOREDUCTASE_ACTIVITY	TXN;txn
GO_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS	psmd14;oaz1a;bhmt;psmb10
GO_PHOSPHOLIPID_HOMEOSTASIS	lipg
GO_NEGATIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY	gbp1
GO_POSITIVE_REGULATION_OF_CHROMATIN_SILENCING	atf7ip;mphosph8
GO_RETINAL_METABOLIC_PROCESS	rdh12
GO_NADP_BINDING	cbr1;gsr
GO_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS	trib3;ppp2r5a;cnr1;snai1b
GO_DENDRITE_MEMBRANE	gabra4;gabra6b
GO_NEGATIVE_REGULATION_OF_COFACTOR_METABOLIC_PROCESS	mt2
GO_FATTY_ACID_TRANSPORT	mid1ip1b;mif;agtr2
GO_ASTROCYTE_PROJECTION	mt2
GO_CHROMOSOME_ORGANIZATION	hnrnpd;h2afx;smc1a;cct5;RSBN1;ppp2r1bb;kdm4aa;hist2h2l;rrp8;nucks1a;uba52;rsf1b.1;elof1;smc1al;cecr2;rad50;acin1b;cbx8b;prkcq;pole4;daxx;tet2;pih1d1;mt2;mecp2;atf7ip;per1a;tet3;hirip3;bmi1a;mphosph8;rbbp4;h1fx;psmg2;xpa;zgc:114046;snai1b;ten1;si:dkey-108k21.21
GO_S_ADENOSYLMETHIONINE_CYCLE	apip
GO_ALCOHOL_METABOLIC_PROCESS	plch1;rbp4;rdh12;cyp3c1;mecp2;apof;adh5
GO_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_PHOSPHATASE_ACTIVITY	ptpn12
GO_7SK_SNRNA_BINDING	ccnt1
GO_REGULATION_OF_PHOSPHATASE_ACTIVITY	fkbp1aa;ppp2r1bb;cd2bp2;spred1;ppp2r5a;fkbp1ab;pkz;agtr2
GO_HISTONE_H3_K9_ACETYLATION	pih1d1
GO_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA_SIGNALING_PATHWAY	ptpn12
GO_DEOXYRIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	rrm2b
GO_CELLULAR_RESPONSE_TO_INSULIN_LIKE_GROWTH_FACTOR_STIMULUS	creb1b
GO_CORTICOSTEROID_HORMONE_SECRETION	agtr2
GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND	prdx2;ppp2r1bb
GO_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	agtr2
GO_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS	cbr1;cyp3c1;mgst3a;agtr2
GO_TRANSFERRIN_TRANSPORT	tfr1a
GO_NEGATIVE_REGULATION_OF_SECRETION	pim3;gbp1;jagn1a;ucp2;cnr1;agtr2
GO_DISULFIDE_OXIDOREDUCTASE_ACTIVITY	TXN;gsr;txn
GO_SINGLE_STRANDED_DNA_ENDODEOXYRIBONUCLEASE_ACTIVITY	rad50
GO_CONTRACTILE_FIBER	fkbp1aa;tnnt1;mmp2;ppp2r5a;xirp2a;fkbp1ab;nexn
GO_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS	uck1;nme2b.1;hint1;aprt
GO_REGULATION_OF_FATTY_ACID_BETA_OXIDATION	cnr1
GO_DIOXYGENASE_ACTIVITY	RSBN1;kdm4aa;tet2;tet3
GO_HOMOCYSTEINE_METABOLIC_PROCESS	bhmt
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_DRUG	TXN
GO_NEGATIVE_REGULATION_OF_NECROTIC_CELL_DEATH	mt2
GO_REGULATION_OF_OOCYTE_MATURATION	ppp2r1bb
GO_REGULATION_OF_B_CELL_DIFFERENTIATION	stat5a
GO_ENZYME_INHIBITOR_ACTIVITY	rps7;txnipa;trib3;rpl11;rpl23;oaz1a;mt2;spred1;gmfb;angptl4;avp;ten1
GO_FATTY_ACID_BINDING	adh5
GO_ION_TRANSMEMBRANE_TRANSPORT	tsc22d3;fkbp1aa;fxyd1;mid1ip1b;plch1;atp5mc1;cox8a;atp5mc3b;atp5mf;ndufa4;SLC6A13;cox7c;slc7a3a;slc1a5;cyc1;gabra4;ndufs7;slc12a7b;ucp2;slc12a9;slc25a15b;kcnk6;slc16a3;fkbp1ab;slc22a6l;gabra6b;slc6a7;slc13a5b;slc13a5a
GO_PROTEIN_TRIMERIZATION	mif;slc1a5
GO_CHOLESTEROL_CATABOLIC_PROCESS	mt2
GO_TRANSMEMBRANE_TRANSPORT	tsc22d3;fkbp1aa;fxyd1;mid1ip1b;plch1;slc5a5;trib3;uba52;psmd14;atp5mc1;oaz1a;cox8a;atp5mc3b;atp5mf;ndufa4;SLC6A13;cox7c;slc7a3a;slc1a5;cyc1;gabra4;slc47a1;slc25a5;ndufs7;slc12a7b;ucp2;slc16a9a;slc12a9;slc25a15b;kcnk6;slc16a3;psmb10;fkbp1ab;slc22a6l;gabra6b;slc6a7;slc13a5b;slc13a5a
GO_REPLACEMENT_OSSIFICATION	gnas;mef2d;phospho1
GO_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS_BY_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	nr1d1
GO_REGULATION_OF_DNA_DAMAGE_CHECKPOINT	wdr76
GO_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING	lipg
GO_AMINO_ACID_BETAINE_METABOLIC_PROCESS	bhmt
GO_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS	ddt;plch1;nr1d1;cyp3c1;pgp;cnbpa;snai1b;agtr2
GO_SPERMATOPROTEASOME_COMPLEX	psmb10
GO_PHOSPHATIDYLETHANOLAMINE_BIOSYNTHETIC_PROCESS	phospho1
GO_ACUTE_PHASE_RESPONSE	cnr1
GO_NEGATIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN	ppp2r1bb;zgc:56064
GO_TROPOMYOSIN_BINDING	tnnt1
GO_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY	si:ch211-113e8.10
GO_CELLULAR_RESPONSE_TO_GONADOTROPIN_STIMULUS	slc5a5
GO_ADENYLATE_KINASE_ACTIVITY	rad50
GO_REGULATION_OF_RENAL_SYSTEM_PROCESS	avp;agtr2
GO_CELLULAR_MODIFIED_AMINO_ACID_CATABOLIC_PROCESS	bhmt
GO_NUCLEOTIDE_TRANSPORT	slc25a5
GO_POLYSACCHARIDE_CATABOLIC_PROCESS	phkg1a;CABZ01079192.1
GO_HISTONE_H3_K9_METHYLATION	kdm4aa;pih1d1;mecp2
GO_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION	creb1b;gnas;fstl3
GO_EMBRYONIC_HINDLIMB_MORPHOGENESIS	gnas;rpgrip1l
GO_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY	nr1d1
GO_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	slc25a5
GO_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS	uba52;psmd14;psmb10
GO_VITAMIN_D_METABOLIC_PROCESS	cyp3c1
GO_NEURON_RECOGNITION	cnr1;nexn
GO_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	rbp4;cd40;mif;tfr1a
GO_CHLORIDE_CHANNEL_COMPLEX	gabra4;gabra6b
GO_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	thbs2a;nfatc3a;mecp2;spred1;ntd5;nfatc2a
GO_DNA_RECOMBINATION	h2afx;nucks1a;psmd14;cd40;rad50;h1fx;tfr1a;si:dkey-108k21.21
GO_AXONEMAL_MICROTUBULE	rpgrip1l
GO_FUCOSE_METABOLIC_PROCESS	fuca2
GO_BLEB_ASSEMBLY	pmp22b
GO_POSITIVE_REGULATION_OF_SYNAPTIC_PLASTICITY	cplx2
GO_POSITIVE_REGULATION_OF_AUTOPHAGOSOME_MATURATION	calcoco2
GO_REGULATION_OF_DNA_METHYLATION	mecp2;mphosph8
GO_PH_REDUCTION	avp
GO_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	cd59
GO_NOREPINEPHRINE_TRANSPORT	agtr2
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	creb1b;acin1b;gnas;stat5a;hcls1
GO_NUCLEOBASE_BINDING	aprt
GO_POSITIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS	nr4a1;creb1b;hnrnpd;crtc3;chchd2;ccnt1;nucks1a;uba52;rsf1b.1;elof1;vezf1b;nr1d1;nfatc3a;cd40;creb5b;mef2d;daxx;tet2;hivep3b;pih1d1;mt2;dbpa;mecp2;atf7ip;pbx2;per1a;tet3;stat5a;npas4a;ccpg1;cnbpa;irf1b;hcls1;h1fx;neurod1;nfatc2a;snai1b;tbx6;fstl3;agtr2;bsx;gata4;si:dkey-108k21.21
GO_NEGATIVE_REGULATION_OF_SINGLE_STRANDED_VIRAL_RNA_REPLICATION_VIA_DOUBLE_STRANDED_DNA_INTERMEDIATE	mphosph8
GO_STEROID_HORMONE_SECRETION	agtr2
GO_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS	nucks1a
GO_PIGMENT_BIOSYNTHETIC_PROCESS	ddt;tmem14ca;aprt
GO_MACROMOLECULE_CATABOLIC_PROCESS	upf3a;hnrnpd;rpl3;rps11;rps7;rpl39;rps23;rps16;rpl29;lsm7;rps2;ppp2r1bb;trib3;rps5;rpl34;siah2l;rps15;rpl11;rpl23;uba52;psmd14;vps37c;rpl7;rpl4;anp32a;oaz1a;nr1d1;rpl8;rplp1;cecr2;rps18;rnf7;rpl37;sharpin;rps21;ube2kb;rpl31;rbbp6;lamp2;zgc:56064;rplp0;usp43a;rpl32;ctsla;gpc4;rpl10;rps19;nkd2a;psmb10;phkg1a;ubap1la;CABZ01079192.1
GO_HEAT_GENERATION	cnr1
GO_FATTY_ACID_TRANSMEMBRANE_TRANSPORT	mid1ip1b
GO_PRIMARY_ALCOHOL_CATABOLIC_PROCESS	sult2st1
GO_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA_SIGNALING_PATHWAY	ptpn12
GO_PERICENTRIC_HETEROCHROMATIN	kdm4aa;snai1b
GO_PEPTIDYL_ASPARAGINE_MODIFICATION	ddost
GO_POSITIVE_REGULATION_OF_HISTONE_H4_ACETYLATION	pih1d1
GO_RESPONSE_TO_PROTOZOAN	cd40
GO_DIRECT_OSSIFICATION	mmp2
GO_NUCLEAR_ENVELOPE_ORGANIZATION	ppp2r1bb;banf1;zgc:56064
GO_AMINE_CATABOLIC_PROCESS	bhmt
GO_ADENYLATE_CYCLASE_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	gnas
GO_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING	mif
GO_MITOCHONDRION	glulb;si:ch211-106h4.9;creb1b;txnipa;chchd2;ndufs3;ppp2r1bb;siah2l;uba52;atp5mc1;cox8a;rrm2b;lrrc59;atp5mc3b;COQ10A;atp5mf;higd1a;mt2;mecp2;ndufa4;mmp2;zgc:56064;cox7c;sdhc;mff;cyc1;nme2b.1;ndufb9;ndufa6;slc25a5;ndufs7;hcls1;mtx3;ucp2;nktr;cox14;gcat;gpt2;vrk2;si:dkey-88p24.11;atp5md;adh5;sdhdb;slc25a15b;MTERF4;dimt1l;micos10;cnr1;hspe1;ndufa11;tmem14ca;mrpl20;gsr
GO_NEGATIVE_REGULATION_OF_CELL_MOTILITY	ddt;ccl25b;mif;mecp2;spred1;ntd5;agtr2
GO_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	rps7;rpl11;rpl23;rrm2b;rad50;mif;spred1;rbbp4;snai1b
GO_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS	atp5mc1;rrm2b;rad50;atp5mc3b;uck1;atp5mf;cyc1;nme2b.1;aprt;si:ch211-165d12.4
GO_REGULATION_OF_NEURON_MATURATION	tbx6
GO_NEGATIVE_REGULATION_OF_RECEPTOR_BIOSYNTHETIC_PROCESS	nr1d1
GO_COMPLEMENT_BINDING	cd59
GO_DNA_METABOLIC_PROCESS	hnrnpd;h2afx;smc1a;otud4;cct5;nucks1a;uba52;psmd14;banf1;cd40;rrm2b;smc1al;rad50;cbx8b;gnas;prkcq;pole4;tet2;mecp2;atf7ip;tet3;usp43a;nme2b.1;mphosph8;h1fx;xpa;tfr1a;ten1;si:dkey-108k21.21
GO_PURINE_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	slc25a5
GO_PURINE_NUCLEOTIDE_TRANSPORT	slc25a5
